;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;
ENSRNOG00000042620;NA;153.3734006;0.736814592;-0.440626462;0.173640553;-2.537578089;0.011162246;0.999879841;NA;;;
ENSRNOG00000042833;Prp2l1;3303.901274;1.26593789;0.340206625;0.140898677;2.414548046;0.015754745;0.999879841;proline rich protein 2-like 1;;;
ENSRNOG00000043192;Hacd1;519.2049898;1.266085173;0.340374462;0.155698127;2.186117899;0.028806981;0.999879841;3-hydroxyacyl-CoA dehydratase 1;;;
ENSRNOG00000043342;Gpr15lg;11.05897075;0.546915194;-0.870610951;0.417050811;-2.087541683;0.036839197;0.999879841;G protein-coupled receptor 15 ligand;;;
ENSRNOG00000043478;LOC100909964;1.654176377;5.110740816;2.353532429;1.029768105;2.2854975;0.022283673;0.999879841;tyrosine-protein phosphatase non-receptor type substrate 1-like;;;
ENSRNOG00000043498;Sik2;4204.814049;1.128834248;0.174833664;0.075168606;2.325886732;0.020024594;0.999879841;salt-inducible kinase 2;;;
ENSRNOG00000043513;Cyp4x1;2583.952131;1.260509364;0.334006835;0.132035801;2.529668716;0.011417027;0.999879841;cytochrome P450; family 4; subfamily x; polypeptide 1
ENSRNOG00000045595;Tnfsf9;21.78325972;1.652960601;0.725052338;0.341184799;2.125101527;0.033578142;0.999879841;TNF superfamily member 9;;;
ENSRNOG00000045617;Pglyrp3;1.049291422;6.469095156;2.693563934;1.325528397;2.032068072;0.042146765;0.999879841;peptidoglycan recognition protein 3;;;
ENSRNOG00000045683;Mfap4;108.0206471;0.607199787;-0.71975681;0.251240715;-2.864809588;0.004172601;0.999879841;microfibril associated protein 4;;;
ENSRNOG00000045863;Naa16;1169.08355;1.165438394;0.220872744;0.108463011;2.036387731;0.041711436;0.999879841;N(alpha)-acetyltransferase 16; NatA auxiliary subunit;;
ENSRNOG00000045885;LOC100365810;2729.855886;0.866966933;-0.205951126;0.096812329;-2.127323331;0.033393228;0.999879841;40S ribosomal protein S17-like;;;
ENSRNOG00000045952;Ephb4;259.8670167;0.786504717;-0.346472677;0.176714725;-1.96063275;0.049921879;0.999879841;EPH receptor B4;;;
ENSRNOG00000045992;Tlr8;19.31184391;0.522992677;-0.935137348;0.428104059;-2.184369265;0.028935125;0.999879841;toll-like receptor 8;;;
ENSRNOG00000046028;Haus6;561.5846567;1.15997681;0.214095964;0.079971962;2.677137819;0.007425408;0.999879841;HAUS augmin like complex subunit 6;;;
ENSRNOG00000046036;Itprip;68.04192409;0.734555454;-0.445056685;0.200852763;-2.21583552;0.026702769;0.999879841;inositol 1;4;5-trisphosphate receptor interacting protein;
ENSRNOG00000046155;LOC498675;72.56940379;0.779161838;-0.360005077;0.164719487;-2.185564586;0.028847476;0.999879841;hypothetical LOC498675;;;
ENSRNOG00000046254;Adgre1;436.1400812;0.8078265;-0.307882621;0.14792546;-2.081336239;0.03740314;0.999879841;adhesion G protein-coupled receptor E1;;;
ENSRNOG00000046365;Oit3;2.308622918;3.401441072;1.766146095;0.870731799;2.028346843;0.042524861;0.999879841;oncoprotein induced transcript 3;;;
ENSRNOG00000046445;Rcor3;1849.701197;1.143272597;0.193169434;0.081622989;2.366605745;0.017952045;0.999879841;REST corepressor 3;;;
ENSRNOG00000046468;Ptgfr;26.61236452;0.393935366;-1.343969153;0.479128127;-2.805030798;0.005031177;0.999879841;prostaglandin F receptor;;;
ENSRNOG00000046602;Muc2;176.87358;1.635801103;0.709997341;0.266415553;2.664999596;0.007698842;0.999879841;mucin 2; oligomeric mucus/gel-forming;;
ENSRNOG00000046848;PCOLCE2;37.86586381;0.449030949;-1.155113211;0.42861374;-2.694998093;0.007038903;0.999879841;procollagen C-endopeptidase enhancer 2;;;
ENSRNOG00000047132;Zfp182;1717.128883;1.199182638;0.2620514;0.111761509;2.344737496;0.01904048;0.999879841;zinc finger protein 182;;;
ENSRNOG00000047198;Tatdn1;894.9101794;1.177593986;0.235842209;0.117699187;2.003770918;0.045094605;0.999879841;TatD DNase domain containing 1;;;
ENSRNOG00000047300;Bdkrb2;22.36841619;0.600991741;-0.734582931;0.357214023;-2.056422432;0.039741816;0.999879841;bradykinin receptor B2;;;
ENSRNOG00000047446;Foxc2;15.60535623;0.346717278;-1.528168363;0.639067138;-2.391248543;0.016791182;0.999879841;forkhead box C2;;;
ENSRNOG00000047513;Mdn1;4033.796324;1.164686946;0.219942228;0.09961806;2.207854964;0.027254385;0.999879841;midasin AAA ATPase 1;;;
ENSRNOG00000047545;Adra2a;454.2797192;0.8123132;-0.299892006;0.14562536;-2.059339161;0.039461759;0.999879841;adrenoceptor alpha 2A;;;
ENSRNOG00000047817;Enox1;3822.720252;1.197475903;0.259996625;0.118468277;2.194651853;0.028188581;0.999879841;ecto-NOX disulfide-thiol exchanger 1;;;
ENSRNOG00000047860;Plin5;7.938586922;2.011953487;1.008596953;0.486961;2.071206835;0.038339471;0.999879841;perilipin 5;;;
ENSRNOG00000047901;Acp7;8.569292516;2.821460942;1.496442378;0.738475335;2.026394527;0.042724371;0.999879841;acid phosphatase 7; tartrate resistant;;
ENSRNOG00000048025;Cstf2;5703.456268;1.196325314;0.258609752;0.124952025;2.06967236;0.038483037;0.999879841;cleavage stimulation factor subunit 2;;;
ENSRNOG00000048397;Sephs2;1315.393594;0.854655651;-0.226584834;0.101759541;-2.226669178;0.025969392;0.999879841;selenophosphate synthetase 2;;;
ENSRNOG00000048411;Uhrf1;250.37091;1.227192642;0.295361738;0.143076111;2.064367943;0.038982844;0.999879841;ubiquitin-like with PHD and ring finger domains 1;;;
ENSRNOG00000048651;Nrtn;9.531276127;0.365785987;-1.450928285;0.59364681;-2.444093459;0.014521664;0.999879841;neurturin;;;
ENSRNOG00000048708;Exosc1;1116.403323;1.124883892;0.169776098;0.074170656;2.288992792;0.022079771;0.999879841;exosome component 1;;;
ENSRNOG00000048812;Gpx1;574.1847913;0.822655129;-0.28164034;0.133739235;-2.105891667;0.035213764;0.999879841;glutathione peroxidase 1;;;
ENSRNOG00000049128;Nktr;7225.321844;1.258095938;0.331241941;0.129848719;2.550983514;0.010741941;0.999879841;natural killer cell triggering receptor;;;
ENSRNOG00000049302;Chd9;6285.036623;1.173376504;0.230666009;0.103684384;2.224693832;0.026101799;0.999879841;chromodomain helicase DNA binding protein 9;;;
ENSRNOG00000049331;RGD1559588;18.60432833;0.522012077;-0.937844912;0.347120484;-2.701784986;0.006896835;0.999879841;similar to cell surface receptor FDFACT;;;
ENSRNOG00000049456;Slc35f3;2772.558757;1.324216129;0.405138607;0.166934803;2.426927154;0.015227313;0.999879841;solute carrier family 35; member F3;;
ENSRNOG00000049511;Safb2;5208.034715;1.196366032;0.258658854;0.105805453;2.444664672;0.014498688;0.999879841;scaffold attachment factor B2;;;
ENSRNOG00000049580;Gpr6;24.73753979;0.552383377;-0.856258191;0.34003658;-2.518135518;0.011797792;0.999879841;G protein-coupled receptor 6;;;
ENSRNOG00000049615;Fam228b;515.2330938;1.274532202;0.349967825;0.169121797;2.069324188;0.038515675;0.999879841;family with sequence similarity 228; member B;;
ENSRNOG00000049676;St6galnac5;3251.116301;1.264126656;0.338141018;0.170222791;1.986461484;0.046982105;0.999879841;ST6 N-acetylgalactosaminide alpha-2;6-sialyltransferase 5;;
ENSRNOG00000049695;Myh1;99.00722321;0.69717069;-0.520416177;0.177054329;-2.939302191;0.003289522;0.999879841;myosin heavy chain 1;;;
ENSRNOG00000049761;Htr6;201.5955095;1.336383372;0.418333937;0.173108817;2.4165952;0.015666429;0.999879841;5-hydroxytryptamine receptor 6;;;
ENSRNOG00000049918;Lrg1;41.75367278;0.49953012;-1.001356426;0.346216926;-2.892280386;0.003824565;0.999879841;leucine-rich alpha-2-glycoprotein 1;;;
ENSRNOG00000050395;Ms4a6bl1;64.73957909;0.767261295;-0.382210116;0.194497521;-1.965115622;0.049400857;0.999879841;membrane-spanning 4-domains; subfamily A; member 6B-like 1;
ENSRNOG00000050469;Gng11;130.9104111;0.727255904;-0.459464991;0.176637051;-2.601181278;0.009290335;0.999879841;G protein subunit gamma 11;;;
ENSRNOG00000050500;Tob2;893.9657043;0.820792222;-0.284911035;0.114295328;-2.492761859;0.012675383;0.999879841;transducer of ERBB2;2;;
ENSRNOG00000050869;Cebpd;56.92636633;0.6581153;-0.603587733;0.226991909;-2.659071577;0.007835631;0.999879841;CCAAT/enhancer binding protein delta;;;
ENSRNOG00000050922;NA;60.05238461;0.432740901;-1.20842461;0.452251367;-2.672019807;0.00753962;0.999879841;NA;;;
ENSRNOG00000051169;Clnk;8.248544219;0.420620602;-1.249408581;0.49225765;-2.538119176;0.011145002;0.999879841;cytokine-dependent hematopoietic cell linker;;;
ENSRNOG00000051237;NA;533.6525745;1.16723439;0.223094295;0.110809148;2.013320186;0.044080956;0.999879841;NA;;;
ENSRNOG00000051442;Zfp11;406.4358637;0.836665197;-0.257277671;0.106164738;-2.423381586;0.015376765;0.999879841;zinc finger protein 11;;;
ENSRNOG00000051450;Abracl;648.2955904;1.121424623;0.165332652;0.082774328;1.997390448;0.045782785;0.999879841;ABRA C-terminal like;;;
ENSRNOG00000051823;Zkscan4;225.4102587;0.785821085;-0.347727217;0.120576068;-2.883882537;0.003928052;0.999879841;zinc finger with KRAB and SCAN domains 4;;;
ENSRNOG00000052134;Pigy;425.8898328;0.819168178;-0.287768422;0.118773455;-2.422834474;0.015399942;0.999879841;phosphatidylinositol glycan anchor biosynthesis; class Y;;
ENSRNOG00000052173;Ranbp3l;392.2832842;0.451948772;-1.145768841;0.501136671;-2.286340049;0.022234373;0.999879841;RAN binding protein 3-like;;;
ENSRNOG00000052665;Onecut2;55.55551645;1.506487908;0.591189093;0.290090084;2.037950023;0.041554931;0.999879841;one cut homeobox 2;;;
ENSRNOG00000052803;Klri1;3.318267733;0.333889604;-1.58255692;0.787036976;-2.01077836;0.044348873;0.999879841;killer cell lectin-like receptor family I member 1;;;
ENSRNOG00000052810;Cyp2c11;2.686301862;3.68244909;1.88066558;0.940123275;2.000445718;0.045452156;0.999879841;cytochrome P450; subfamily 2; polypeptide 11;
ENSRNOG00000053405;Rpap3;3208.107766;1.108924593;0.149161266;0.073698599;2.023936245;0.042976712;0.999879841;RNA polymerase II associated protein 3;;;
ENSRNOG00000053574;Tarbp1;756.8758998;1.266363541;0.340691625;0.15555495;2.19016897;0.028511985;0.999879841;TAR (HIV-1) RNA binding protein 1;;;
ENSRNOG00000053787;Mdfic;135.1558932;0.763804334;-0.388724989;0.189799519;-2.048082058;0.04055196;0.999879841;MyoD family inhibitor domain containing;;;
ENSRNOG00000053820;Zcwpw2;936.202184;1.158374276;0.21210147;0.102400813;2.071286962;0.038331987;0.999879841;zinc finger CW-type and PWWP domain containing 2;;;
ENSRNOG00000054151;Pus10;1872.547985;1.155752982;0.208833084;0.103320985;2.02120687;0.043258355;0.999879841;pseudouridine synthase 10;;;
ENSRNOG00000054259;Klf11;554.2244301;0.814766293;-0.295541798;0.102468934;-2.884208754;0.003923985;0.999879841;KLF transcription factor 11;;;
ENSRNOG00000054272;Dhx57;3413.749559;1.094361699;0.130089644;0.064344156;2.02177871;0.043199218;0.999879841;DExH-box helicase 57;;;
ENSRNOG00000054609;NA;1.663149723;0.219179806;-2.189813211;1.032609903;-2.120658736;0.033950531;0.999879841;NA;;;
ENSRNOG00000055049;Aldh1a2;190.8627154;0.474498896;-1.075523365;0.540359396;-1.990385238;0.046548515;0.999879841;aldehyde dehydrogenase 1 family; member A2;;
ENSRNOG00000055093;Cep43;973.8611398;1.13461685;0.182205194;0.089085629;2.045281571;0.040827107;0.999879841;centrosomal protein 43;;;
ENSRNOG00000055382;Hcn1;3143.044934;1.208116237;0.272759268;0.109495927;2.491044891;0.012736803;0.999879841;hyperpolarization-activated cyclic nucleotide-gated potassium channel 1;;;
ENSRNOG00000055962;Bgn;597.201097;0.620769491;-0.68787044;0.285779329;-2.406998581;0.016084232;0.999879841;biglycan;;;
ENSRNOG00000056756;Actn1;5999.820768;1.145412913;0.195867773;0.098941836;1.979625417;0.047745635;0.999879841;actinin; alpha 1;;
ENSRNOG00000056793;Hsf5;69.35531454;1.337113806;0.419122263;0.211396993;1.982631149;0.047408645;0.999879841;heat shock transcription factor 5;;;
ENSRNOG00000057078;Ddit4;763.7975498;0.69658211;-0.521634673;0.229359046;-2.274314798;0.022947066;0.999879841;DNA-damage-inducible transcript 4;;;
ENSRNOG00000057092;NA;1.560689664;0.177696442;-2.4925133;1.249235653;-1.995230678;0.046017727;0.999879841;NA;;;
ENSRNOG00000057290;Tmem168;1115.298579;0.892855314;-0.163501687;0.076182283;-2.146190436;0.031857788;0.999879841;transmembrane protein 168;;;
ENSRNOG00000057740;Ccdc148;1008.635697;1.174210132;0.23169061;0.116849175;1.982817689;0.047387797;0.999879841;coiled-coil domain containing 148;;;
ENSRNOG00000057848;Cacng8;3473.887832;1.212556671;0.278052176;0.14159617;1.963698422;0.049565076;0.999879841;calcium voltage-gated channel auxiliary subunit gamma 8;;;
ENSRNOG00000057855;F5;43.46775786;0.667449753;-0.583268864;0.262691498;-2.22035684;0.026394554;0.999879841;coagulation factor V;;;
ENSRNOG00000058007;Nde1;201.9132573;0.805154135;-0.312663103;0.140127953;-2.231268604;0.025663342;0.999879841;nudE neurodevelopment protein 1;;;
ENSRNOG00000058011;NA;7.730315333;0.352835397;-1.502932793;0.550493531;-2.730155231;0.006330451;0.999879841;NA;;;
ENSRNOG00000058057;Uggt2;1818.531859;1.196006083;0.258224728;0.110289974;2.341325489;0.019215407;0.999879841;UDP-glucose glycoprotein glucosyltransferase 2;;;
ENSRNOG00000058186;Errfi1;1170.143056;0.820501836;-0.285421533;0.107755389;-2.648791255;0.008078021;0.999879841;ERBB receptor feedback inhibitor 1;;;
ENSRNOG00000058193;Slc27a6;27.00459632;0.571064629;-0.808274066;0.394177855;-2.050531393;0.040312604;0.999879841;solute carrier family 27 member 6;;;
ENSRNOG00000058388;Zfp36;200.1651662;0.714097512;-0.485807004;0.225163099;-2.157578245;0.030960638;0.999879841;zinc finger protein 36;;;
ENSRNOG00000058461;Sfpq;12051.0865;1.143175139;0.193046448;0.09023224;2.139439817;0.032400065;0.999879841;splicing factor proline and glutamine rich;;;
ENSRNOG00000058561;Srrm2;28898.51824;1.154695623;0.207512608;0.080479826;2.578442561;0.00992468;0.999879841;serine/arginine repetitive matrix 2;;;
ENSRNOG00000058597;Lcn5;1.931261634;3.980317023;1.992883343;0.96909748;2.056432282;0.039740867;0.999879841;lipocalin 5;;;
ENSRNOG00000058870;Mroh7;289.6270534;1.414136799;0.499921688;0.229923344;2.174297224;0.029682821;0.999879841;maestro heat-like repeat family member 7;;;
ENSRNOG00000059059;Skp2;441.7676127;1.158276203;0.21197932;0.095134199;2.228213635;0.025866272;0.999879841;S-phase kinase associated protein 2;;;
ENSRNOG00000059092;Or52d3;3.433989766;5.080926282;2.345091533;0.87631546;2.676081433;0.007448854;0.999879841;olfactory receptor family 52 subfamily D member 3;;;
ENSRNOG00000059456;Grk3;2360.417808;1.238147325;0.308182989;0.120332436;2.561096576;0.010434235;0.999879841;G protein-coupled receptor kinase 3;;;
ENSRNOG00000059460;Ift70b;551.417209;0.855189203;-0.225684456;0.105465055;-2.139897964;0.032363014;0.999879841;intraflagellar transport 70B;;;
ENSRNOG00000059491;Fgd4;2141.606785;1.159355319;0.213322791;0.104030274;2.050583772;0.040307498;0.999879841;FYVE; RhoGEF and PH domain containing 4;;
ENSRNOG00000059500;Cdkn1c;92.48735998;0.594215817;-0.750941088;0.310600668;-2.417705962;0.015618692;0.999879841;cyclin-dependent kinase inhibitor 1C;;;
ENSRNOG00000059715;Cc2d2a;2548.925481;1.21430796;0.28013435;0.139330923;2.010568393;0.044371065;0.999879841;coiled-coil and C2 domain containing 2A;;;
ENSRNOG00000059741;Tmc4;48.74725271;1.543074599;0.62580781;0.245181749;2.552424122;0.010697621;0.999879841;transmembrane channel-like 4;;;
ENSRNOG00000059947;Sdc1;20.30860258;0.610471864;-0.712003289;0.326128108;-2.183201236;0.029020994;0.999879841;syndecan 1;;;
ENSRNOG00000060237;Inhbb;97.77980167;0.744228611;-0.42618224;0.172401569;-2.472032263;0.013434739;0.999879841;inhibin subunit beta B;;;
ENSRNOG00000060401;Dusp13b;28.83070442;1.43266268;0.518698968;0.244498361;2.121482394;0.033881228;0.999879841;dual specificity phosphatase 13B;;;
ENSRNOG00000060914;Nudcd2;467.7532625;0.871552763;-0.198340088;0.101177605;-1.960316103;0.049958855;0.999879841;NudC domain containing 2;;;
ENSRNOG00000060949;Anxa8;4.512171097;0.146492956;-2.771096802;1.122496441;-2.468690947;0.013560828;0.999879841;annexin A8;;;
ENSRNOG00000060970;Tnmd;4.756021004;0.149040667;-2.746222057;1.321686211;-2.077816985;0.037726219;0.999879841;tenomodulin;;;
ENSRNOG00000061403;Tlr13;157.1594124;0.75625224;-0.403060584;0.194394108;-2.073419757;0.038133232;0.999879841;toll-like receptor 13;;;
ENSRNOG00000061519;Asap2;4867.823973;1.17816882;0.236546278;0.115237037;2.052693173;0.040102345;0.999879841;ArfGAP with SH3 domain; ankyrin repeat and PH domain 2;;
ENSRNOG00000061739;Klrk1;4.608125935;0.274478774;-1.865233506;0.93577227;-1.993255801;0.046233444;0.999879841;killer cell lectin like receptor K1;;;
ENSRNOG00000061845;Cttnbp2;9828.429656;1.147216872;0.198138147;0.086624378;2.287325491;0.022176832;0.999879841;cortactin binding protein 2;;;
ENSRNOG00000062297;Klra5;1.722244142;0.193538828;-2.369305067;1.111837094;-2.13098221;0.033090608;0.999879841;killer cell lectin-like receptor; subfamily A; member 5;
ENSRNOG00000062588;Mrpl57;346.5062381;0.86632883;-0.207013367;0.09548977;-2.167911457;0.030165424;0.999879841;mitochondrial ribosomal protein L57;;;
ENSRNOG00000062651;NA;8.983172217;0.217524035;-2.200753278;0.812567746;-2.708393593;0.006760979;0.999879841;NA;;;
ENSRNOG00000062659;RGD1565987;104.9805219;0.766755764;-0.383160988;0.189909576;-2.017596984;0.043633251;0.999879841;similar to F-box and leucine-rich repeat protein 18;;;
ENSRNOG00000062718;NA;19.01583908;1.810962104;0.856756357;0.332569772;2.576170266;0.009990144;0.999879841;NA;;;
ENSRNOG00000062844;LOC100911253;192.2388134;1.294439551;0.372327594;0.16958299;2.195547991;0.028124312;0.999879841;uncharacterized LOC100911253;;;
ENSRNOG00000062859;RGD1565622;347.021494;1.309265383;0.388757556;0.139945969;2.777911769;0.005470947;0.999879841;RGD1565622;;;
ENSRNOG00000062876;LOC108349685;81.07947139;1.328446587;0.409740222;0.192851226;2.124644116;0.03361632;0.999879841;uncharacterized LOC108349685;;;
ENSRNOG00000062906;NA;61.3654336;1.365315286;0.449234145;0.225509381;1.992086282;0.046361592;0.999879841;NA;;;
ENSRNOG00000063114;NA;13.24033511;1.681452741;0.749708231;0.351089679;2.135375305;0.032730366;0.999879841;NA;;;
ENSRNOG00000063170;NA;363.9889852;0.796448378;-0.328347238;0.137379945;-2.390066739;0.016845311;0.999879841;NA;;;
ENSRNOG00000063197;Atp6v1g1;5110.508576;0.903112325;-0.14702266;0.070124452;-2.096596206;0.036029335;0.999879841;ATPase H+ transporting V1 subunit G1;;;
ENSRNOG00000063216;Ccnb2;27.62181933;1.569180989;0.650011762;0.263705829;2.464912378;0.013704676;0.999879841;cyclin B2;;;
ENSRNOG00000063244;Mpeg1;198.6183291;0.712284401;-0.489474698;0.207249058;-2.361770434;0.018187901;0.999879841;macrophage expressed 1;;;
ENSRNOG00000063400;Shisa9;3638.305066;1.219306;0.286060234;0.139353685;2.052764042;0.040095467;0.999879841;shisa family member 9;;;
ENSRNOG00000063453;LOC108351242;16.06435793;0.609041381;-0.715387841;0.337950099;-2.1168446;0.034273039;0.999879841;uncharacterized LOC108351242;;;
ENSRNOG00000063520;NA;2.758422415;0.160711303;-2.637456698;1.050474962;-2.510727806;0.012048256;0.999879841;NA;;;
ENSRNOG00000063592;Lyve1;18.37077005;0.608292115;-0.717163793;0.320678512;-2.236394915;0.025325914;0.999879841;lymphatic vessel endothelial hyaluronan receptor 1;;;
ENSRNOG00000063621;LOC102549249;1189.01769;1.165888844;0.221430249;0.11183799;1.979919788;0.047712543;0.999879841;zinc finger protein 208-like;;;
ENSRNOG00000063732;H1f0;1976.121148;0.8473949;-0.238893649;0.102092977;-2.339961635;0.019285721;0.999879841;H1.0 linker histone;;;
ENSRNOG00000063780;NA;3.977957925;2.787301185;1.478868903;0.701518661;2.108096312;0.035022659;0.999879841;NA;;;
ENSRNOG00000063790;LOC102555129;1.403237898;0.14534485;-2.782448142;1.279184812;-2.175172904;0.029617162;0.999879841;uncharacterized LOC102555129;;;
ENSRNOG00000063920;LOC102555109;9.43140623;0.546511574;-0.871676044;0.430291698;-2.025779371;0.042787399;0.999879841;uncharacterized LOC102555109;;;
ENSRNOG00000063922;NA;803.4673461;1.226285796;0.29429525;0.138222997;2.129133768;0.033243195;0.999879841;NA;;;
ENSRNOG00000064120;NA;240.2280845;1.368961008;0.453081355;0.192592644;2.352537175;0.018645826;0.999879841;NA;;;
ENSRNOG00000064216;LOC120097742;16.82105898;0.477978453;-1.064982511;0.41125559;-2.589587926;0.009609088;0.999879841;uncharacterized LOC120097742;;;
ENSRNOG00000064232;LOC103691238;137.4432889;0.833603486;-0.262566784;0.121322271;-2.164209273;0.030448292;0.999879841;zinc finger protein 239-like;;;
ENSRNOG00000064361;NA;110.5359333;1.312700373;0.392537656;0.198078545;1.981727276;0.047509773;0.999879841;NA;;;
ENSRNOG00000064392;NA;1093.668267;0.843461527;-0.245605832;0.114593005;-2.143288167;0.032089966;0.999879841;NA;;;
ENSRNOG00000064535;RGD1561481;17.91900346;0.54120399;-0.88575562;0.373357383;-2.372406866;0.017672618;0.999879841;similar to ubiquitin specific protease 12;;;
ENSRNOG00000064585;Dcdc2b;40.47996976;0.74237652;-0.429777014;0.211478923;-2.032245142;0.042128845;0.999879841;doublecortin domain containing 2B;;;
ENSRNOG00000064638;Hdhd3;216.4746927;0.774235271;-0.369156063;0.158249323;-2.332749714;0.019661285;0.999879841;haloacid dehalogenase-like hydrolase domain containing 3;;;
ENSRNOG00000064788;NA;133.4379566;1.295197629;0.37317225;0.178455466;2.09112255;0.03651708;0.999879841;NA;;;
ENSRNOG00000064826;NA;9.472482371;2.107429168;1.075484142;0.516598139;2.081858336;0.037355411;0.999879841;NA;;;
ENSRNOG00000064880;Sgsh;142.501462;0.818032305;-0.289770276;0.144187464;-2.009677324;0.044465351;0.999879841;N-sulfoglucosamine sulfohydrolase;;;
ENSRNOG00000065195;NA;148.3060772;0.753953271;-0.407452984;0.192609197;-2.115438879;0.034392559;0.999879841;NA;;;
ENSRNOG00000065242;NA;40.91784427;1.733244955;0.793475561;0.277104114;2.863456443;0.004190464;0.999879841;NA;;;
ENSRNOG00000065314;NA;3.01550758;3.238276457;1.695226156;0.824999128;2.054821755;0.039896224;0.999879841;NA;;;
ENSRNOG00000065338;NA;329.5556111;1.247460818;0.318994502;0.131800083;2.420290604;0.015508108;0.999879841;NA;;;
ENSRNOG00000065381;RGD1565071;9.91107182;2.143907791;1.100242857;0.453805454;2.424481345;0.015330271;0.999879841;similar to hypothetical protein 4930509O22;;;
ENSRNOG00000065386;NA;8.245497038;2.143509875;1.099975064;0.462099493;2.380385784;0.017294521;0.999879841;NA;;;
ENSRNOG00000065425;NA;18.89272063;1.625999734;0.701327022;0.35159779;1.994685522;0.046077189;0.999879841;NA;;;
ENSRNOG00000065430;Zfp958;3528.298555;1.273665483;0.348986416;0.122073277;2.8588273;0.004252102;0.999879841;zinc finger protein 958;;;
ENSRNOG00000065506;NA;1099.518982;1.226736108;0.294824934;0.143516241;2.054296658;0.039946988;0.999879841;NA;;;
ENSRNOG00000065563;Rufy2;4374.64181;1.156042895;0.209194929;0.102590143;2.039132835;0.041436772;0.999879841;RUN and FYVE domain containing 2;;;
ENSRNOG00000065676;NA;476.2704866;0.741709913;-0.431073044;0.202177315;-2.132153365;0.032994241;0.999879841;NA;;;
ENSRNOG00000065863;Vmac;411.7105726;0.794007136;-0.332776122;0.148707573;-2.237788663;0.02523484;0.999879841;vimentin-type intermediate filament associated coiled-coil protein;;;
ENSRNOG00000066120;Nalf1;10768.78314;1.275546769;0.351115798;0.177710028;1.975779315;0.048179777;0.999879841;NALCN channel auxiliary factor 1;;;
ENSRNOG00000066122;NA;91.98189911;1.407436294;0.493069622;0.203956405;2.417524577;0.015626479;0.999879841;NA;;;
ENSRNOG00000066142;NA;612.4063713;1.207966875;0.272580893;0.121874955;2.236562009;0.02531498;0.999879841;NA;;;
ENSRNOG00000066225;NA;1555.531612;1.429738376;0.515751176;0.207235347;2.488722044;0.012820315;0.999879841;NA;;;
ENSRNOG00000066414;NA;138.711098;1.398054542;0.483420646;0.169263055;2.856031675;0.004289723;0.999879841;NA;;;
ENSRNOG00000066588;NA;3.395869368;0.317453879;-1.655381088;0.837205391;-1.977269981;0.048011121;0.999879841;NA;;;
ENSRNOG00000066594;NA;57.12165915;1.334614868;0.416423481;0.187810406;2.217254573;0.0266057;0.999879841;NA;;;
ENSRNOG00000066596;NA;14.37013301;0.584262772;-0.775310727;0.339914173;-2.280901445;0.022554279;0.999879841;NA;;;
ENSRNOG00000066676;NA;5.895658913;0.318964499;-1.648532237;0.666015485;-2.475216079;0.013315559;0.999879841;NA;;;
ENSRNOG00000066694;Mrtfb;8077.110372;1.143615264;0.193601781;0.095981284;2.017078472;0.043687325;0.999879841;myocardin related transcription factor B;;;
ENSRNOG00000066830;NA;141.9441753;1.32745473;0.408662662;0.201160544;2.031524943;0.042201772;0.999879841;NA;;;
ENSRNOG00000066986;Zfp619;410.4725684;0.85306518;-0.229272117;0.084482599;-2.713838353;0.006650861;0.999879841;zinc finger protein 619;;;
ENSRNOG00000067105;NA;3614.953602;1.303278999;0.382145961;0.145629083;2.6241047;0.008687707;0.999879841;NA;;;
ENSRNOG00000067191;LOC102549328;85.56420441;0.777759888;-0.362603264;0.14204279;-2.552774873;0.010686855;0.999879841;uncharacterized LOC102549328;;;
ENSRNOG00000067207;NA;227.8296636;1.225919938;0.293864763;0.144047958;2.040048101;0.041345535;0.999879841;NA;;;
ENSRNOG00000067274;Ier2;252.64839;0.716381763;-0.481199485;0.227124611;-2.118658486;0.034119339;0.999879841;immediate early response 2;;;
ENSRNOG00000067361;Rhno1-ps2;22.6798921;0.556423696;-0.845744234;0.321786465;-2.628277836;0.008581839;0.999879841;RAD9-HUS1-RAD1 interacting nuclear orphan 1; pseudogene 2;;
ENSRNOG00000067365;Asb9;2.694349707;0.179203909;-2.480325985;1.114935521;-2.224636257;0.026105667;0.999879841;ankyrin repeat and SOCS box-containing 9;;;
ENSRNOG00000067729;NA;82.47418396;1.548551444;0.630919312;0.305160142;2.067502353;0.038686843;0.999879841;NA;;;
ENSRNOG00000067809;NA;8.336425652;2.017195849;1.012351162;0.509306586;1.987704833;0.046844344;0.999879841;NA;;;
ENSRNOG00000067837;NA;486.5659739;1.278522257;0.354477276;0.133593215;2.653407771;0.007968354;0.999879841;NA;;;
ENSRNOG00000067931;Harbi1;186.0184774;0.839714459;-0.252029266;0.118374828;-2.129078211;0.03324779;0.999879841;harbinger transposase derived 1;;;
ENSRNOG00000067953;NA;1.524739966;0.157657866;-2.665130943;1.30837431;-2.036978961;0.04165215;0.999879841;NA;;;
ENSRNOG00000067970;NA;695.9995859;1.51956444;0.603657856;0.267277804;2.258540917;0.023911957;0.999879841;NA;;;
ENSRNOG00000067974;NA;316.6786469;1.200390239;0.263503492;0.133555551;1.972987951;0.048496935;0.999879841;NA;;;
