x;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;;
ENSRNOG00000047768;Lamb2;1615.412986;0.798677288;-0.324315406;0.225027273;-1.441227111;0.149520532;0.998987911;laminin subunit beta 2;;;;;
ENSRNOG00000047781;Slc25a23;22598.61417;0.909890053;-0.136235868;0.173111256;-0.786984461;0.431290962;0.998987911;solute carrier family 25 member 23;;;;;
ENSRNOG00000047782;RGD1309808;3.90851412;0.513749378;-0.960863352;0.828198971;-1.160184189;0.245973823;0.998987911;similar to apolipoprotein L2;;;;;
ENSRNOG00000047783;Tmem200a;1445.435834;1.104355934;0.143205228;0.149353465;0.958834324;0.337642215;0.998987911;transmembrane protein 200A;;;;;
ENSRNOG00000047799;Gnb5;3939.258418;1.025115285;0.035786165;0.099226666;0.36065068;0.718360598;0.998987911;G protein subunit beta 5;;;;;
ENSRNOG00000047816;Ccs;640.0276699;0.905823031;-0.142698874;0.151873503;-0.939590324;0.347427741;0.998987911;copper chaperone for superoxide dismutase;;;;;
ENSRNOG00000047817;Enox1;3551.234589;1.117840589;0.160714465;0.175909425;0.913620547;0.360916266;0.998987911;ecto-NOX disulfide-thiol exchanger 1;;;;;
ENSRNOG00000047848;NA;14.6426157;0.863511107;-0.21171336;0.348610427;-0.607306447;0.54364756;0.998987911;NA;;;;;
ENSRNOG00000047853;Ss18l2;651.3957142;1.010726681;0.015392919;0.103313451;0.148992397;0.881559632;0.998987911;SS18 like 2;;;;;
ENSRNOG00000047860;Plin5;6.26489194;2.785287392;1.477826196;0.653753895;2.260523734;0.023788765;0.998987911;perilipin 5;;;;;
ENSRNOG00000047867;Klhdc8b;681.9578853;0.898977686;-0.153642789;0.296444924;-0.518284431;0.604259834;0.998987911;kelch domain containing 8B;;;;;
ENSRNOG00000047873;Sec22c;641.1825933;1.052889364;0.074353848;0.113433152;0.655486041;0.512154871;0.998987911;SEC22 homolog C; vesicle trafficking protein;;;;
ENSRNOG00000047874;Nelfcd;1141.753744;0.986242276;-0.019985998;0.149560518;-0.133631512;0.893693965;0.998987911;negative elongation factor complex member C/D;;;;;
ENSRNOG00000047876;C14h1orf146;158.049413;0.978681283;-0.031088986;0.21731902;-0.143056902;0.886245242;0.998987911;similar to human chromosome 1 open reading frame 146;;;;;
ENSRNOG00000047880;Ints1;2422.209966;0.933498374;-0.099280586;0.168672822;-0.588598594;0.556130577;0.998987911;integrator complex subunit 1;;;;;
ENSRNOG00000047891;Foxg1;3852.541862;1.026622145;0.037905286;0.141041491;0.268752731;0.788119971;0.998987911;forkhead box G1;;;;;
ENSRNOG00000047894;Liph;3.015861955;1.66161423;0.732585476;0.827930603;0.884839229;0.376243348;0.998987911;lipase H;;;;;
ENSRNOG00000047895;Mettl1;147.6726369;0.998079707;-0.002773061;0.177410225;-0.015630785;0.987528946;0.998987911;methyltransferase 1; tRNA methylguanosine;;;;
ENSRNOG00000047896;Kctd10;1552.243364;0.96076098;-0.057750536;0.109387032;-0.527946822;0.597536246;0.998987911;potassium channel tetramerization domain containing 10;;;;;
ENSRNOG00000047901;Acp7;9.271743032;0.974342254;-0.037499464;0.94611774;-0.039635092;0.96838405;0.998987911;acid phosphatase 7; tartrate resistant;;;;
ENSRNOG00000047905;Dus1l;632.4953021;1.011040541;0.015840848;0.118040278;0.134198668;0.893245479;0.998987911;dihydrouridine synthase 1-like;;;;;
ENSRNOG00000047907;Mapk7;300.901293;0.951074033;-0.072370448;0.133100787;-0.543726671;0.586629576;0.998987911;mitogen-activated protein kinase 7;;;;;
ENSRNOG00000047917;Plscr5;17.5452174;0.960511273;-0.058125549;0.438774826;-0.132472388;0.894610661;0.998987911;phospholipid scramblase family; member 5;;;;
ENSRNOG00000047924;Zbtb7c;169.2106862;0.925828968;-0.111182391;0.248708868;-0.447038306;0.654847402;0.998987911;zinc finger and BTB domain containing 7C;;;;;
ENSRNOG00000047928;LOC683573;112.9302205;0.946419637;-0.079448087;0.200121971;-0.396998325;0.691368696;0.998987911;similar to response gene to complement 32;;;;;
ENSRNOG00000047931;Tmsb4x;19280.45255;1.009550463;0.013713026;0.129264209;0.106085251;0.915514713;0.998987911;thymosin beta 4; X-linked;;;;
ENSRNOG00000047933;Phykpl;292.3597437;1.231883547;0.300865881;0.218658338;1.375963449;0.16883295;0.998987911;5-phosphohydroxy-L-lysine phospho-lyase;;;;;
ENSRNOG00000047940;Mmp28;207.7265689;1.067841199;0.094697116;0.273955575;0.345665958;0.72959377;0.998987911;matrix metallopeptidase 28;;;;;
ENSRNOG00000047941;Krtcap3;1.496276608;1.471048527;0.556844839;1.159817178;0.480114323;0.631146104;0.998987911;keratinocyte associated protein 3;;;;;
ENSRNOG00000047957;Traf5;87.06385127;1.353993415;0.437220722;0.268469435;1.628567967;0.10340451;0.998987911;TNF receptor-associated factor 5;;;;;
ENSRNOG00000047960;Rab9b;2104.612363;1.061560981;0.086187249;0.206867088;0.416631033;0.676948307;0.998987911;RAB9B; member RAS oncogene family;;;;
ENSRNOG00000047966;Hspa1l;9.208192735;1.110122357;0.150718699;0.571486399;0.263731033;0.791987181;0.998987911;heat shock protein family A (Hsp70) member 1 like;;;;;
ENSRNOG00000047967;Arhgef19;313.3762174;0.844561988;-0.243724779;0.224607634;-1.085113513;0.277871383;0.998987911;Rho guanine nucleotide exchange factor 19;;;;;
ENSRNOG00000047969;Prss21;1.345440477;0.681971291;-0.552217088;1.58206513;-0.349048264;0.727053076;0.998987911;serine protease 21;;;;;
ENSRNOG00000047970;NA;645.6597149;1.041312787;0.058403486;0.125109376;0.466819419;0.640629081;0.998987911;NA;;;;;
ENSRNOG00000047977;NA;85.87338389;0.692416771;-0.530287427;0.237125819;-2.236312475;0.02533131;0.998987911;NA;;;;;
ENSRNOG00000047984;Mrps22;1012.726575;1.093064516;0.128378556;0.129811011;0.988965074;0.32268023;0.998987911;mitochondrial ribosomal protein S22;;;;;
ENSRNOG00000047986;Sult2a6;6.144214637;0.934722875;-0.097389394;0.609871839;-0.159688295;0.873126622;0.998987911;sulfotransferase family 2A; dehydroepiandrosterone (DHEA)-preferring; member 6;;;
ENSRNOG00000047988;Bola2;523.6611277;0.965400399;-0.050800671;0.147237984;-0.345024226;0.730076158;0.998987911;bolA family member 2;;;;;
ENSRNOG00000048004;Garem2;316.4472593;0.902676252;-0.147719443;0.224082581;-0.659218767;0.509755297;0.998987911;GRB2 associated regulator of MAPK1 subtype 2;;;;;
ENSRNOG00000048025;Cstf2;5253.73461;1.150684577;0.202492419;0.149183572;1.357337248;0.174674077;0.998987911;cleavage stimulation factor subunit 2;;;;;
ENSRNOG00000048035;Spata4;16.78047666;1.06429317;0.08989561;0.398784176;0.225424214;0.821649276;0.998987911;spermatogenesis associated 4;;;;;
ENSRNOG00000048039;LOC679149;12.91622439;0.58894975;-0.763783548;0.449732123;-1.698307743;0.089449694;0.998987911;similar to carboxylesterase 2 (intestine; liver);;;;
ENSRNOG00000048043;F2r;1349.600987;0.980574147;-0.028301369;0.150970249;-0.187463221;0.851297458;0.998987911;coagulation factor II (thrombin) receptor;;;;;
ENSRNOG00000048050;Tmem120b;396.134774;1.021293061;0.030396908;0.199177303;0.152612308;0.878704019;0.998987911;transmembrane protein 120B;;;;;
ENSRNOG00000048053;Slfn1;7.665870568;0.939455027;-0.090103996;0.512304701;-0.175879698;0.860388456;0.998987911;schlafen family member 1;;;;;
ENSRNOG00000048056;Spag4;134.537554;0.957509009;-0.062642033;0.289810793;-0.216148035;0.828872358;0.998987911;sperm associated antigen 4;;;;;
ENSRNOG00000048059;Ct45a9;7.539783037;1.186025045;0.246134476;0.593273502;0.414875221;0.67823325;0.998987911;cancer/testis antigen family 45 member A9;;;;;
ENSRNOG00000048061;Brcc3;1562.535794;0.951478672;-0.071756777;0.168933921;-0.424762398;0.671009892;0.998987911;BRCA1/BRCA2-containing complex subunit 3;;;;;
ENSRNOG00000048071;Ccdc89;54.12598306;0.897278531;-0.156372203;0.317547756;-0.492436806;0.622410585;0.998987911;coiled-coil domain containing 89;;;;;
ENSRNOG00000048088;Mest;1792.756282;0.947362469;-0.078011575;0.19463569;-0.400808173;0.688561361;0.998987911;mesoderm specific transcript;;;;;
ENSRNOG00000048101;Zfp397;1362.852406;1.093221121;0.128585238;0.137975979;0.931939308;0.351367892;0.998987911;zinc finger protein 397;;;;;
ENSRNOG00000048109;LOC100365839;1321.799352;0.971895262;-0.041127248;0.110038169;-0.37375438;0.708587063;0.998987911;40S ribosomal protein S3a-like;;;;;
ENSRNOG00000048113;Cbx8;101.2153842;0.710417141;-0.493261704;0.245044009;-2.012951494;0.044119732;0.998987911;chromobox 8;;;;;
ENSRNOG00000048114;Echdc3;25.32693536;0.803274059;-0.316035808;0.355332722;-0.889408118;0.373783784;0.998987911;enoyl CoA hydratase domain containing 3;;;;;
ENSRNOG00000048118;Ankra2;705.1566967;1.097071165;0.133657113;0.134174773;0.996141898;0.319181205;0.998987911;ankyrin repeat family A member 2;;;;;
ENSRNOG00000048125;Nlrp1b;6.488454604;1.541651787;0.62447694;0.636539752;0.981049398;0.326568382;0.998987911;NLR family; pyrin domain containing 1B;;;;
ENSRNOG00000048129;LOC682102;21.59273481;1.839680622;0.879455329;0.437070734;2.012157898;0.044203295;0.998987911;hypothetical protein LOC682102;;;;;
ENSRNOG00000048138;Zfp566;392.7857993;1.289115274;0.366381276;0.180661008;2.028004169;0.042559823;0.998987911;zinc finger protein 566;;;;;
ENSRNOG00000048145;Sstr1;1543.879025;0.909587423;-0.136715789;0.228179998;-0.599157641;0.549067767;0.998987911;somatostatin receptor 1;;;;;
ENSRNOG00000048152;Myo1b;1790.252694;1.010723527;0.015388416;0.135821097;0.11329916;0.909793383;0.998987911;myosin Ib;;;;;
ENSRNOG00000048161;Tlr9;28.52474253;1.16350535;0.218477845;0.344305147;0.634547137;0.525723815;0.998987911;toll-like receptor 9;;;;;
ENSRNOG00000048164;Acad8;1218.074575;1.103659326;0.142294914;0.160925706;0.88422737;0.376573486;0.998987911;acyl-CoA dehydrogenase family; member 8;;;;
ENSRNOG00000048166;Arhgap19;144.2486251;1.025495867;0.036321678;0.150587029;0.241200574;0.809399666;0.998987911;Rho GTPase activating protein 19;;;;;
ENSRNOG00000048169;Tuba8;375.5346024;0.946200915;-0.07978154;0.186840954;-0.427002421;0.669377564;0.998987911;tubulin; alpha 8;;;;
ENSRNOG00000048187;Epop;498.3543781;0.834151415;-0.26161881;0.303404967;-0.862275965;0.388535675;0.998987911;elongin BC and polycomb repressive complex 2 associated protein;;;;;
ENSRNOG00000048193;Hnrnph3;2703.662186;1.204430077;0.26835064;0.118071855;2.27277398;0.023039804;0.998987911;heterogeneous nuclear ribonucleoprotein H3;;;;;
ENSRNOG00000048195;Nudt13;185.8515037;0.938293689;-0.091888533;0.195543797;-0.4699128;0.638417319;0.998987911;nudix hydrolase 13;;;;;
ENSRNOG00000048197;Saxo1;8.036077722;0.871020636;-0.199221196;0.593687181;-0.335565938;0.737198213;0.998987911;stabilizer of axonemal microtubules 1;;;;;
ENSRNOG00000048205;Ube2h;6760.73634;0.92634595;-0.110377017;0.093136744;-1.185107094;0.235975107;0.998987911;ubiquitin-conjugating enzyme E2H;;;;;
ENSRNOG00000048210;Or2t26;2.14267421;0.790841754;-0.338539052;1.181212844;-0.286602921;0.774416377;0.998987911;olfactory receptor family 2 subfamily T member 26;;;;;
ENSRNOG00000048213;NA;1.11670562;0.740791654;-0.432860251;1.990713548;-0.217439747;0.827865658;0.998987911;NA;;;;;
ENSRNOG00000048222;Nlrc5;65.75050808;0.951745779;-0.071351828;0.223475946;-0.319281917;0.749512744;0.998987911;NLR family; CARD domain containing 5;;;;
ENSRNOG00000048226;Hmgn1;1644.468928;1.036751701;0.052070414;0.125301685;0.415560367;0.677731733;0.998987911;high mobility group nucleosome binding domain 1;;;;;
ENSRNOG00000048230;LOC300308;242.7130309;0.957499745;-0.062655993;0.322584064;-0.194231519;0.845994604;0.998987911;similar to hypothetical protein 4930509O22;;;;;
ENSRNOG00000048231;Tmem235;14.49529579;0.897633642;-0.155801348;0.390519474;-0.398959229;0.689923246;0.998987911;transmembrane protein 235;;;;;
ENSRNOG00000048239;Cxcr1;3.152166905;1.202556438;0.266104603;0.834566225;0.318853789;0.749837387;0.998987911;C-X-C motif chemokine receptor 1;;;;;
ENSRNOG00000048242;Txlna;1599.677126;1.032167988;0.045677793;0.116110614;0.393398941;0.694024852;0.998987911;taxilin alpha;;;;;
ENSRNOG00000048250;Ldaf1;83.99340531;1.331481254;0.413032117;0.31005088;1.332143022;0.182813195;0.998987911;lipid droplet assembly factor 1;;;;;
ENSRNOG00000048256;Fhip1a;221.7330017;0.890676925;-0.167025876;0.351098841;-0.475723235;0.634271566;0.998987911;FHF complex subunit HOOK interacting protein 1A;;;;;
ENSRNOG00000048258;NA;3538.361944;1.051573337;0.072549467;0.148444664;0.488730721;0.625032351;0.998987911;NA;;;;;
ENSRNOG00000048264;H4f3;40.0550066;1.063774956;0.089192978;0.305658864;0.291805631;0.77043524;0.998987911;H1.3 linker histone; cluster member;;;;
ENSRNOG00000048267;Tor1aip2;22.33188331;0.990050916;-0.014425373;0.331412414;-0.043526956;0.965281477;0.998987911;torsin 1A interacting protein 2;;;;;
ENSRNOG00000048273;Apod;2315.47973;1.654243878;0.726171941;0.309055985;2.349645291;0.018791309;0.998987911;apolipoprotein D;;;;;
ENSRNOG00000048275;RGD1309350;5.753105063;1.47871054;0.56433967;0.873637427;0.645965537;0.518301674;0.998987911;similar to transthyretin (4L369);;;;;
ENSRNOG00000048277;Srrt;3389.964127;1.075365968;0.104827721;0.10861718;0.965111791;0.334488822;0.998987911;serrate; RNA effector molecule;;;;
ENSRNOG00000048282;Mpnd;1014.714713;0.960636655;-0.057937237;0.22665532;-0.255618251;0.798245624;0.998987911;MPN domain containing;;;;;
ENSRNOG00000048288;Taf12;538.111347;1.138638251;0.187309471;0.16489733;1.135915729;0.255991835;0.998987911;TATA-box binding protein associated factor 12;;;;;
ENSRNOG00000048291;Tbcc;240.4951721;0.791299946;-0.337703437;0.230330006;-1.466172133;0.142601398;0.998987911;tubulin folding cofactor C;;;;;
ENSRNOG00000048295;Dmrtc1a;539.1972933;1.043219391;0.061042591;0.147045521;0.415127169;0.678048811;0.998987911;DMRT-like family C1a;;;;;
ENSRNOG00000048297;Qki;20296.42921;1.105371487;0.144531304;0.168348723;0.858523314;0.390603562;0.998987911;QKI; KH domain containing RNA binding;;;;
ENSRNOG00000048309;Uqcc1;1731.96853;0.961865558;-0.056092835;0.089443616;-0.627130675;0.530573581;0.998987911;ubiquinol-cytochrome c reductase complex assembly factor 1;;;;;
ENSRNOG00000048315;Eif2ak2;996.542895;1.033927602;0.048135168;0.143229562;0.336070061;0.736818035;0.998987911;eukaryotic translation initiation factor 2-alpha kinase 2;;;;;
ENSRNOG00000048320;Ndufa11;1218.751851;0.914404417;-0.129095722;0.121210042;-1.065057974;0.286849695;0.998987911;NADH:ubiquinone oxidoreductase subunit A11;;;;;
ENSRNOG00000048321;Tnfsf8;54.68560184;1.442068441;0.528139637;0.503165833;1.049633346;0.29388672;0.998987911;TNF superfamily member 8;;;;;
ENSRNOG00000048342;Tbca;1426.312545;1.067795773;0.094635742;0.085518063;1.106617004;0.268459552;0.998987911;tubulin folding cofactor A;;;;;
ENSRNOG00000048356;RGD1308750;894.0138627;1.082945053;0.114960044;0.223932359;0.513369504;0.607692873;0.998987911;similar to DNA segment; Chr 19; Brigham & Womens Genetics 1357 expressed;;;
ENSRNOG00000048363;Dnah5;381.7198842;1.580620281;0.660490825;0.325980956;2.026163836;0.042747998;0.998987911;dynein; axonemal; heavy chain 5;;;
ENSRNOG00000048371;Fam185a;1329.848643;1.114251755;0.156075233;0.130453628;1.196403925;0.23153897;0.998987911;family with sequence similarity 185; member A;;;;
ENSRNOG00000048389;Fgf18;88.25987669;1.323756037;0.404637264;0.203352349;1.98983324;0.046609308;0.998987911;fibroblast growth factor 18;;;;;
ENSRNOG00000048394;Zfp560;594.4783391;1.077515619;0.107708781;0.11888936;0.905958124;0.364958017;0.998987911;zinc finger protein 560;;;;;
ENSRNOG00000048397;Sephs2;1191.069878;0.893704933;-0.162129507;0.11547456;-1.404027926;0.160310534;0.998987911;selenophosphate synthetase 2;;;;;
ENSRNOG00000048411;Uhrf1;232.8091173;1.237448348;0.307368308;0.195360065;1.573342572;0.115639517;0.998987911;ubiquitin-like with PHD and ring finger domains 1;;;;;
ENSRNOG00000048412;Fam181a;11.52792601;0.665886351;-0.586652126;0.581086635;-1.00957773;0.312697644;0.998987911;family with sequence similarity 181; member A;;;;
ENSRNOG00000048424;NA;19.90325596;2.267366068;1.181017334;0.64625023;1.827492324;0.067625779;0.998987911;NA;;;;;
ENSRNOG00000048430;Myo18b;36.04071055;0.973345229;-0.0389765;0.255383447;-0.152619522;0.878698329;0.998987911;myosin XVIIIb;;;;;
ENSRNOG00000048431;Nynrin;588.384882;0.994471113;-0.00799863;0.217631108;-0.036753158;0.970681823;0.998987911;NYN domain and retroviral integrase containing;;;;;
ENSRNOG00000048433;NA;2833.9756;0.95338756;-0.068865295;0.227404588;-0.302831597;0.762018202;0.998987911;NA;;;;;
ENSRNOG00000048441;Wdr82;5010.64085;0.930625846;-0.10372684;0.135558545;-0.765181129;0.444163695;0.998987911;WD repeat domain 82;;;;;
ENSRNOG00000048449;Itgb3;108.24133;1.277898246;0.353772965;0.308498266;1.146758359;0.251481503;0.998987911;integrin subunit beta 3;;;;;
ENSRNOG00000048450;Cyp4f37;19.3698598;1.163752744;0.21878457;0.428129801;0.511023922;0.609334306;0.998987911;cytochrome P450; family 4; subfamily f; polypeptide 37;;
ENSRNOG00000048462;Plin3;107.5178544;0.717491163;-0.478967032;0.262209021;-1.826661153;0.067750733;0.998987911;perilipin 3;;;;;
ENSRNOG00000048472;Comp;9.175985714;1.440761137;0.526831171;0.674279606;0.781324493;0.434611668;0.998987911;cartilage oligomeric matrix protein;;;;;
ENSRNOG00000048487;Slc12a9;494.1125612;1.009042594;0.012987076;0.284664792;0.045622347;0.963611258;0.998987911;solute carrier family 12; member 9;;;;
ENSRNOG00000048495;Rrp12;891.6585741;1.033754934;0.047894216;0.099913615;0.479356251;0.631685211;0.998987911;ribosomal RNA processing 12;;;;;
ENSRNOG00000048506;Inpp5b;3129.62879;1.140315826;0.189433454;0.131571838;1.439772044;0.149931903;0.998987911;inositol polyphosphate-5-phosphatase B;;;;;
ENSRNOG00000048509;Ubxn6;1290.175615;0.904630923;-0.144598782;0.166976555;-0.865982542;0.386499736;0.998987911;UBX domain protein 6;;;;;
ENSRNOG00000048522;Avpr1b;9.042433944;1.024110631;0.034371573;0.521691779;0.065884829;0.947469519;0.998987911;arginine vasopressin receptor 1B;;;;;
ENSRNOG00000048562;NA;222.1946007;0.907660322;-0.139775602;0.161220465;-0.86698424;0.385950645;0.998987911;NA;;;;;
ENSRNOG00000048567;Ankmy1;388.0508946;1.005976531;0.008596648;0.108671735;0.079106565;0.936947862;0.998987911;ankyrin repeat and MYND domain containing 1;;;;;
ENSRNOG00000048577;Zfp955a;621.8043256;1.007032584;0.010110365;0.258515504;0.039109317;0.968803232;0.998987911;zinc finger protein 955A;;;;;
ENSRNOG00000048580;Trip6;137.7151601;1.115472401;0.157654819;0.325965345;0.483655155;0.628630625;0.998987911;thyroid hormone receptor interactor 6;;;;;
ENSRNOG00000048606;Vma21;2888.795203;0.998667126;-0.001924213;0.168413568;-0.011425525;0.990883949;0.999546997;vacuolar ATPase assembly factor VMA21;;;;;
ENSRNOG00000048617;Ensa;9008.184104;0.956175964;-0.064651954;0.116160176;-0.556575898;0.577817225;0.998987911;endosulfine alpha;;;;;
ENSRNOG00000048622;Sin3b;4143.11493;0.989604436;-0.015076127;0.140082421;-0.107623264;0.914294542;0.998987911;SIN3 transcription regulator family member B;;;;;
ENSRNOG00000048636;Il2rb;5.019216417;0.830582712;-0.267804252;0.700249053;-0.382441434;0.702133962;0.998987911;interleukin 2 receptor subunit beta;;;;;
ENSRNOG00000048651;Nrtn;10.36647967;0.559732474;-0.837190645;0.678942981;-1.23307946;0.21754612;0.998987911;neurturin;;;;;
ENSRNOG00000048659;SPATA45;8.144824415;0.682610336;-0.550865836;0.511033817;-1.077943998;0.281058749;0.998987911;spermatogenesis associated 45;;;;;
ENSRNOG00000048660;Haspin;48.63366659;0.879876206;-0.184627536;0.312023068;-0.591711177;0.554044011;0.998987911;histone H3 associated protein kinase;;;;;
ENSRNOG00000048676;Pip5kl1;120.1861542;0.819310303;-0.287518138;0.254232667;-1.130925233;0.258086562;0.998987911;phosphatidylinositol-4-phosphate 5-kinase-like 1;;;;;
ENSRNOG00000048682;Zwint;83588.42378;1.016727433;0.02393297;0.190521284;0.125618352;0.900034036;0.998987911;ZW10 interacting kinetochore protein;;;;;
ENSRNOG00000048686;LOC685668;2614.088389;1.157075439;0.210482929;0.183393185;1.147714013;0.251086645;0.998987911;hypothetical protein LOC685668;;;;;
ENSRNOG00000048688;Dkk1;4.652864278;1.138121682;0.186654811;0.812951177;0.229601502;0.81840144;0.998987911;dickkopf WNT signaling pathway inhibitor 1;;;;;
ENSRNOG00000048698;LOC683961;119.9567528;1.118924789;0.162113066;0.291690496;0.55577082;0.578367536;0.998987911;similar to ribosomal protein S13;;;;;
ENSRNOG00000048699;Vps37d;467.4506306;1.017926123;0.025632861;0.176985922;0.144829941;0.884845142;0.998987911;VPS37D subunit of ESCRT-I;;;;;
ENSRNOG00000048701;Rpl38-ps9;505.298849;1.146802802;0.197617335;0.204932485;0.964304587;0.334893242;0.998987911;ribosomal protein L38; pseudogene 9;;;;
ENSRNOG00000048703;Alkal1;2.613148812;2.659794635;1.411314859;0.915952105;1.540817309;0.123361255;0.998987911;ALK and LTK ligand 1;;;;;
ENSRNOG00000048704;NA;12.01585394;0.699535707;-0.515530396;0.426578857;-1.208523085;0.226846122;0.998987911;NA;;;;;
ENSRNOG00000048706;Nox1;10.34893487;1.207974344;0.272589813;0.570348765;0.477935309;0.632696249;0.998987911;NADPH oxidase 1;;;;;
ENSRNOG00000048708;Exosc1;1026.674312;1.144723424;0.194999071;0.09809631;1.987832897;0.046830174;0.998987911;exosome component 1;;;;;
ENSRNOG00000048712;Ccdc137;492.6244968;1.082967183;0.114989526;0.085888816;1.338818383;0.180629805;0.998987911;coiled-coil domain containing 137;;;;;
ENSRNOG00000048718;Ccdc71;1043.033759;0.913669469;-0.130255747;0.130149501;-1.00081634;0.316915609;0.998987911;coiled-coil domain containing 71;;;;;
ENSRNOG00000048719;Dtnbp1;1083.96045;1.008021383;0.011526242;0.084271555;0.136775005;0.891208641;0.998987911;dystrobrevin binding protein 1;;;;;
ENSRNOG00000048723;Pros1;406.3749968;0.865714717;-0.20803641;0.174556318;-1.191801085;0.23333925;0.998987911;protein S;;;;;
ENSRNOG00000048725;Lsm2;184.3053211;0.887452622;-0.172257993;0.144820455;-1.189458995;0.234259098;0.998987911;LSM2 homolog; U6 small nuclear RNA and mRNA degradation associated;;;;
ENSRNOG00000048726;Clec2d;19.0508991;1.304452917;0.383444872;0.602694403;0.636217741;0.524634511;0.998987911;C-type lectin domain family 2; member D;;;;
ENSRNOG00000048736;Mllt1;2477.765651;0.92618411;-0.11062909;0.206902621;-0.534691581;0.592863144;0.998987911;MLLT1; super elongation complex subunit;;;;
ENSRNOG00000048738;Hdac6;2499.913917;0.927659268;-0.108333099;0.133201327;-0.813303453;0.416044098;0.998987911;histone deacetylase 6;;;;;
ENSRNOG00000048747;Cdk5rap3;965.7620547;0.959403118;-0.059790967;0.188232789;-0.317643741;0.750755191;0.998987911;CDK5 regulatory subunit associated protein 3;;;;;
ENSRNOG00000048751;Rtl1;5.426441137;0.505942627;-0.982954299;0.89924328;-1.093090513;0.274354061;0.998987911;retrotransposon-like 1;;;;;
ENSRNOG00000048758;NA;1.545913642;1.444140873;0.530211481;1.201668427;0.441229435;0.659046906;0.998987911;NA;;;;;
ENSRNOG00000048760;NA;1.792116953;3.369277844;1.752439404;1.104129422;1.587168468;0.112474494;0.998987911;NA;;;;;
ENSRNOG00000048769;Nek5;64.69496112;1.925216645;0.945020802;0.512660381;1.843366167;0.065275566;0.998987911;NIMA-related kinase 5;;;;;
ENSRNOG00000048782;Wnt7a;888.7193109;0.874935169;-0.192751974;0.151303949;-1.27393882;0.202685099;0.998987911;Wnt family member 7A;;;;;
ENSRNOG00000048795;Top2b;7347.007386;1.028751496;0.040894529;0.154756116;0.264251453;0.791586166;0.998987911;DNA topoisomerase II beta;;;;;
ENSRNOG00000048812;Gpx1;550.1552494;0.799534951;-0.322766993;0.168819168;-1.911909629;0.055887786;0.998987911;glutathione peroxidase 1;;;;;
ENSRNOG00000048817;Gspt2;983.419104;1.013976894;0.020024777;0.231054185;0.086667016;0.930936195;0.998987911;G1 to S phase transition 2;;;;;
ENSRNOG00000048818;Catsperd;114.4364749;1.329703832;0.411104947;0.217343062;1.89150251;0.058557296;0.998987911;cation channel sperm associated auxiliary subunit delta;;;;;
ENSRNOG00000048819;Rnf11l2;80.31205596;1.143279178;0.193177739;0.305962938;0.631376271;0.527794527;0.998987911;ring finger protein 11-like 2;;;;;
ENSRNOG00000048823;LOC688542;2.606152524;1.430167322;0.516183945;1.101184025;0.468753572;0.63924579;0.998987911;similar to carboxylesterase 5;;;;;
ENSRNOG00000048824;Ark2c;1327.63854;1.030117912;0.042809484;0.202578374;0.211323072;0.832635181;0.998987911;arkadia C-terminal like ring finger ubiquitin ligase 2C;;;;;
ENSRNOG00000048838;Gjc1;236.1491402;1.117074931;0.159725961;0.169658356;0.941456497;0.346470973;0.998987911;gap junction protein; gamma 1;;;;
ENSRNOG00000048843;Tsfm;470.4091458;0.959424752;-0.059758436;0.130834003;-0.456750035;0.647850723;0.998987911;Ts translation elongation factor; mitochondrial;;;;
ENSRNOG00000048847;Wdr17;1690.99899;1.040242633;0.056920072;0.134930054;0.421848731;0.673135434;0.998987911;WD repeat domain 17;;;;;
ENSRNOG00000048848;Ccdc9;2487.989723;0.957555701;-0.062571684;0.15992251;-0.391262516;0.695603203;0.998987911;coiled-coil domain containing 9;;;;;
ENSRNOG00000048849;Pdss1;908.2725576;1.299540472;0.378001564;0.170492826;2.217111257;0.02661549;0.998987911;decaprenyl diphosphate synthase subunit 1;;;;;
ENSRNOG00000048861;NA;6.381605302;1.041927327;0.059254656;0.518224604;0.114341649;0.908966968;0.998987911;NA;;;;;
ENSRNOG00000048870;St6galnac4;734.5835283;0.923324585;-0.115090193;0.193112133;-0.595975985;0.55119127;0.998987911;ST6 N-acetylgalactosaminide alpha-2;6-sialyltransferase 4;;;;
ENSRNOG00000048874;Gckr;23.77879111;0.860688372;-0.216437117;0.307894255;-0.702959258;0.48208114;0.998987911;glucokinase regulator;;;;;
ENSRNOG00000048881;RGD1561730;2.190645736;0.569112766;-0.813213554;1.293505617;-0.62868962;0.529552275;0.998987911;similar to cell surface receptor FDFACT;;;;;
ENSRNOG00000048891;Prr14l;3487.53819;1.072316832;0.100731234;0.071444855;1.409915858;0.15856453;0.998987911;proline rich 14-like;;;;;
ENSRNOG00000048898;Wasf3;9524.216747;1.017653441;0.02524634;0.135667231;0.186090182;0.852374041;0.998987911;WASP family member 3;;;;;
ENSRNOG00000048914;Traf1;14.6294172;1.01269985;0.018206642;0.46966417;0.038765236;0.969077562;0.998987911;TNF receptor-associated factor 1;;;;;
ENSRNOG00000048915;Twf2;853.5360467;0.966392711;-0.049318522;0.185317878;-0.266129327;0.79013961;0.998987911;twinfilin actin-binding protein 2;;;;;
ENSRNOG00000048919;Iho1;19.70754328;1.159400559;0.213379086;0.37188046;0.573784075;0.566113926;0.998987911;interactor of HORMAD1 1;;;;;
