;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;;
ENSRNOG00000007106;Sos1;3264.416363;1.307065991;0.386331982;0.185107595;2.087067158;0.036882064;0.581378769;SOS Ras/Rac guanine nucleotide exchange factor 1;;;;
ENSRNOG00000000024;Hebp1;964.3602473;0.737726972;-0.438841112;0.210356342;-2.086179616;0.036962356;0.58196262;heme binding protein 1;;;;
ENSRNOG00000004259;Dohh;11.79868645;0.259149135;-1.948145517;0.935008281;-2.083559639;0.037200242;0.58196262;deoxyhypusine hydroxylase;;;;
ENSRNOG00000006784;Sema4f;1796.31744;0.68184511;-0.552484045;0.265778123;-2.078741619;0.037641105;0.58196262;ssemaphorin 4F;;;;
ENSRNOG00000006919;Clvs1;1768.634033;1.368935623;0.453054603;0.217772464;2.080403527;0.037488536;0.58196262;clavesin 1;;;;
ENSRNOG00000010980;Proser1;897.1086177;1.300958517;0.37957496;0.182560151;2.079177509;0.037601038;0.58196262;proline and serine rich 1;;;;
ENSRNOG00000015844;Snrpd2;787.645086;0.745404161;-0.423905222;0.203620495;-2.081839656;0.037357118;0.58196262;small nuclear ribonucleoprotein D2 polypeptide;;;;
ENSRNOG00000019934;Paip2;1660.526012;1.290461154;0.367886714;0.17699794;2.078480196;0.037665153;0.58196262;poly(A) binding protein interacting protein 2;;;;
ENSRNOG00000020673;Pbxip1;1778.063887;0.75255652;-0.410128157;0.197347373;-2.07820429;0.037690547;0.58196262;PBX homeobox interacting protein 1;;;;
ENSRNOG00000021303;Drc3;782.6013096;0.816499157;-0.292476698;0.14073194;-2.078253866;0.037685983;0.58196262;dynein regulatory complex subunit 3;;;;
ENSRNOG00000022325;Smc2;2001.149263;1.312005242;0.391773485;0.187894035;2.085076752;0.037062334;0.58196262;structural maintenance of chromosomes 2;;;;
ENSRNOG00000028266;Lrrc55;1316.909414;1.338795125;0.420935203;0.2019964;2.083874776;0.037171559;0.58196262;leucine rich repeat containing 55;;;;
ENSRNOG00000030579;Zfp853;318.3696547;0.699426392;-0.51575586;0.247806565;-2.081284083;0.037407911;0.58196262;zinc finger protein 853;;;;
ENSRNOG00000030630;Ehmt2;5687.844783;0.702901381;-0.508605806;0.244278949;-2.082069732;0.037336101;0.58196262;euchromatic histone lysine methyltransferase 2;;;;
ENSRNOG00000033065;Rad50;1699.260206;1.354115916;0.437351243;0.210259516;2.080054458;0.037520538;0.58196262;RAD50 double strand break repair protein;;;;
ENSRNOG00000042492;NA;1901.975745;1.243103851;0.313946827;0.15105521;2.078358145;0.037676385;0.58196262;NA;;;;
ENSRNOG00000048441;Wdr82;5010.64085;0.80294761;-0.316622236;0.15227006;-2.079346627;0.037585502;0.58196262;WD repeat domain 82;;;;
ENSRNOG00000048676;Pip5kl1;120.1861542;0.613763678;-0.704244825;0.338282499;-2.081824591;0.037358495;0.58196262;phosphatidylinositol-4-phosphate 5-kinase-like 1;;;;
ENSRNOG00000049446;LOC100366030;1168.247877;1.355839922;0.439186856;0.210984412;2.08160808;0.037378283;0.58196262;rCG37858-like;;;;
ENSRNOG00000051823;Zkscan4;192.4468927;0.742009091;-0.430491233;0.206671718;-2.082971179;0.037253851;0.58196262;zinc finger with KRAB and SCAN domains 4;;;;
ENSRNOG00000064027;Rpp25l;259.5546785;0.724644394;-0.464654902;0.223442572;-2.079527184;0.037568922;0.58196262;ribonuclease P/MRP subunit p25 like;;;;
ENSRNOG00000070935;NA;700.0699866;0.723444105;-0.467046539;0.224433091;-2.081005685;0.037433386;0.58196262;NA;;;;
ENSRNOG00000045931;Sik3;7240.815343;1.195123018;0.257159128;0.123781345;2.077527325;0.037752916;0.582358028;SIK family kinase 3;;;;
ENSRNOG00000020009;Npas4;823.8710868;0.631585881;-0.662949176;0.319205019;-2.076875789;0.037813025;0.582717841;neuronal PAS domain protein 4;;;;
ENSRNOG00000019264;Ltbr;365.130132;0.71406326;-0.485876204;0.234107401;-2.075441457;0.037945639;0.583243095;lymphotoxin beta receptor;;;;
ENSRNOG00000023375;Rab34;437.7584692;0.717822644;-0.47830066;0.230559853;-2.074518415;0.03803119;0.583243095;RAB34; member RAS oncogene family;;;
ENSRNOG00000025497;Fbxl6;225.0570367;0.605452977;-0.723913178;0.348769754;-2.07561914;0.03792919;0.583243095;F-box and leucine-rich repeat protein 6;;;;
ENSRNOG00000026783;Smyd4;377.5259929;0.772975329;-0.371505726;0.179078062;-2.074546274;0.038028606;0.583243095;SET and MYND domain containing 4;;;;
ENSRNOG00000068340;NA;25.48542613;0.381468385;-1.390364601;0.669999839;-2.075171545;0.037970639;0.583243095;NA;;;;
ENSRNOG00000008815;Fbxo46;384.0935677;0.719735616;-0.474461043;0.228761186;-2.074045209;0.038075112;0.583351964;F-box protein 46;;;;
ENSRNOG00000020339;Neurl1;9315.496124;0.662521227;-0.593961416;0.286532802;-2.072926423;0.038179128;0.58381635;neuralized E3 ubiquitin protein ligase 1;;;;
ENSRNOG00000050510;Rab1b-ps1;653.5025998;0.641070322;-0.641445473;0.309382801;-2.073306825;0.038143734;0.58381635;RAB1B; member RAS oncogene family; pseudogene 1;;
ENSRNOG00000010041;Ube2g1;2765.735585;1.290045902;0.3674224;0.17732412;2.072038484;0.038261852;0.583954013;ubiquitin-conjugating enzyme E2G 1;;;;
ENSRNOG00000026236;Morc3;2206.757125;1.276296163;0.351963144;0.169851644;2.072179788;0.038248678;0.583954013;MORC family CW-type zinc finger 3;;;;
ENSRNOG00000013832;Fam193a;3583.609598;1.190862142;0.252006411;0.121690572;2.070878687;0.038370134;0.584480451;family with sequence similarity 193; member A;;;
ENSRNOG00000071096;NA;466.7378716;1.338545839;0.420666545;0.203129704;2.070925802;0.038365731;0.584480451;NA;;;;
ENSRNOG00000016655;Pex6;1097.870436;0.653485679;-0.613772474;0.296590366;-2.069428221;0.038505921;0.585985392;peroxisomal biogenesis factor 6;;;;
ENSRNOG00000006204;Slc30a3;2793.95826;0.640769964;-0.642121571;0.31069817;-2.066705355;0.038761926;0.58598926;solute carrier family 30 member 3;;;;
ENSRNOG00000009388;Sptssb;418.8051739;1.636933909;0.710996074;0.34435802;2.064700206;0.038951375;0.58598926;serine palmitoyltransferase; small subunit B;;;
ENSRNOG00000010188;Satb2;3791.994086;1.354537015;0.437799818;0.212172882;2.063410811;0.039073614;0.58598926;SATB homeobox 2;;;;
ENSRNOG00000010824;Parp8;1568.53014;1.222092173;0.2893531;0.140013197;2.066613054;0.03877063;0.58598926;poly (ADP-ribose) polymerase family; member 8;;;
ENSRNOG00000011904;Trappc4;642.6329104;0.783729889;-0.351571576;0.170127148;-2.066522486;0.038779171;0.58598926;trafficking protein particle complex subunit 4;;;;
ENSRNOG00000012067;Fam111a;196.2996444;0.123854549;-3.013281242;1.460521796;-2.063153902;0.039098008;0.58598926;FAM111 trypsin like peptidase A;;;;
ENSRNOG00000017758;Ns5atp4;2530.461005;0.808843086;-0.306068245;0.148187603;-2.065410587;0.038884168;0.58598926;NS5A transactivated protein 4;;;;
ENSRNOG00000018126;Abca1;1559.986147;0.753751852;-0.407838454;0.197379019;-2.06627055;0.038802941;0.58598926;ATP binding cassette subfamily A member 1;;;;
ENSRNOG00000020678;Ifi35;74.06058881;0.57314537;-0.80302699;0.388789866;-2.065452476;0.038880208;0.58598926;interferon-induced protein 35;;;;
ENSRNOG00000027901;Mrm1;409.2984854;0.756965849;-0.401699881;0.194696497;-2.063210627;0.039092621;0.58598926;mitochondrial rRNA methyltransferase 1;;;;
ENSRNOG00000029810;Tspan4;530.3354174;0.633195886;-0.659276213;0.318867697;-2.067554091;0.038681973;0.58598926;tetraspanin 4;;;;
ENSRNOG00000032561;Slc52a2;216.2670202;0.621336363;-0.686553606;0.331859805;-2.06880615;0.038564281;0.58598926;solute carrier family 52 member 2;;;;
ENSRNOG00000050655;P4ha1;3159.545777;1.279806806;0.355926044;0.172238869;2.066467611;0.038784348;0.58598926;prolyl 4-hydroxylase subunit alpha 1;;;;
ENSRNOG00000052445;Kdm7a;1200.994029;1.334551569;0.416355054;0.201704076;2.064187603;0.038999932;0.58598926;lysine demethylase 7A;;;;
ENSRNOG00000064427;LOC100362400;271.8332944;0.63524259;-0.654620453;0.316536693;-2.068071306;0.038633318;0.58598926;60S ribosomal protein L13-like;;;;
ENSRNOG00000066117;NA;2099.639448;0.753757946;-0.407826789;0.19752611;-2.064672812;0.038953969;0.58598926;NA;;;;
ENSRNOG00000019922;Ntpcr;567.2171876;0.751975998;-0.411241482;0.199380621;-2.062595048;0.039151119;0.586230644;nucleoside-triphosphatase; cancer-related;;;
ENSRNOG00000003211;Srp9;1508.122076;1.335511831;0.417392757;0.202573213;2.060453852;0.039355173;0.586438004;signal recognition particle 9;;;;
ENSRNOG00000003559;Ccdc112;914.2996724;1.389064841;0.474113945;0.230182258;2.059732793;0.039424093;0.586438004;coiled-coil domain containing 112;;;;
ENSRNOG00000016468;Tpmt;271.9700456;1.347486357;0.430270666;0.208774778;2.060932214;0.039309508;0.586438004;thiopurine S-methyltransferase;;;;
ENSRNOG00000017408;Fhip1b;1533.271703;0.763942904;-0.388463278;0.188490807;-2.060913649;0.039311279;0.586438004;FHF complex subunit HOOK interacting protein 1B;;;;
ENSRNOG00000023373;Sec24b;3445.556615;1.233583874;0.302855811;0.14697549;2.060587183;0.039342441;0.586438004;SEC24 homolog B; COPII coat complex component;;;
ENSRNOG00000032715;NA;114.3650158;1.521585637;0.605575533;0.293997053;2.059801373;0.039417533;0.586438004;NA;;;;
ENSRNOG00000065359;NA;13.68875347;2.862628284;1.517340347;0.735852211;2.062017787;0.039206043;0.586438004;NA;;;;
ENSRNOG00000000274;Phyhipl;4570.656824;1.307385907;0.386685051;0.188129547;2.055419031;0.039838549;0.586744824;phytanoyl-CoA 2-hydroxylase interacting protein-like;;;;
ENSRNOG00000006345;Sec61b;429.9248694;0.747350958;-0.420142199;0.204125701;-2.058252331;0.039565918;0.586744824;SEC61 translocon subunit beta;;;;
ENSRNOG00000008445;Dact1;130.5227041;0.682079558;-0.551988069;0.268451511;-2.056192816;0.039763934;0.586744824;dishevelled-binding antagonist of beta-catenin 1;;;;
ENSRNOG00000008666;Etl4;10352.26735;1.309829955;0.38937953;0.189370035;2.056183443;0.039764838;0.586744824;enhancer trap locus 4;;;;
ENSRNOG00000008965;Socs2;574.0776377;1.267874177;0.34241158;0.166591424;2.055397397;0.039840637;0.586744824;suppressor of cytokine signaling 2;;;;
ENSRNOG00000015393;Slc32a1;1056.880505;0.698561386;-0.517541197;0.251755379;-2.055730444;0.039808506;0.586744824;solute carrier family 32 member 1;;;;
ENSRNOG00000015636;Dync2i2;280.0009729;0.703794152;-0.506774569;0.246531922;-2.055614405;0.039819698;0.586744824;dynein 2 intermediate chain 2;;;;
ENSRNOG00000018929;Kif20b;68.57382573;1.730982603;0.791591226;0.38492364;2.056488986;0.039735407;0.586744824;kinesin family member 20B;;;;
ENSRNOG00000021241;Gfra4;167.9350766;0.620640115;-0.688171146;0.33464034;-2.056450058;0.039739155;0.586744824;GDNF family receptor alpha 4;;;;
ENSRNOG00000062492;LOC120102456;248.8469199;1.454200718;0.540226413;0.262557028;2.05755838;0.039632545;0.586744824;calcineurin B homologous protein 1-like;;;;
ENSRNOG00000063664;Timm17b;260.6491949;0.688493925;-0.53848417;0.262000607;-2.05527833;0.039852129;0.586744824;translocase of inner mitochondrial membrane 17b;;;;
ENSRNOG00000003515;Ephx1;555.3678322;0.695687945;-0.523487773;0.254845589;-2.054137075;0.039962427;0.586928556;epoxide hydrolase 1;;;;
ENSRNOG00000012186;Golph3;2737.802449;1.361037101;0.444706395;0.216588229;2.053234367;0.040049853;0.586928556;golgi phosphoprotein 3;;;;
ENSRNOG00000017990;Ubap2l;6429.496373;1.322066262;0.402794487;0.196038931;2.054665799;0.039911295;0.586928556;ubiquitin associated protein 2-like;;;;
ENSRNOG00000031032;Hmgn3;2177.742888;1.277596113;0.353431829;0.17207307;2.053963637;0.039979211;0.586928556;high mobility group nucleosomal binding domain 3;;;;
ENSRNOG00000061845;Cttnbp2;9457.029801;1.246913674;0.318361588;0.155031293;2.053531141;0.040021093;0.586928556;cortactin binding protein 2;;;;
ENSRNOG00000024693;Zfp831;1233.108415;0.747115252;-0.420597281;0.204917619;-2.052518876;0.040119263;0.587402363;zinc finger protein 831;;;;
ENSRNOG00000036866;Acer3;929.0443776;1.302670676;0.381472407;0.185910773;2.051911248;0.040178289;0.587723405;alkaline ceramidase 3;;;;
ENSRNOG00000021794;Znhit2;247.0056011;0.693448761;-0.52813881;0.257443171;-2.051477253;0.040220493;0.587798011;zinc finger; HIT-type containing 2;;;
ENSRNOG00000011678;Wbp4;2279.418551;1.204865653;0.26887229;0.131103153;2.050845335;0.040282011;0.588154487;WW domain binding protein 4;;;;
ENSRNOG00000062400;Nsrp1;1232.865548;1.437922735;0.523986157;0.255595536;2.050059893;0.040358587;0.588729953;nuclear speckle splicing regulatory protein 1;;;;
ENSRNOG00000018018;Kcnip2;2164.329597;0.766051285;-0.384487114;0.187584541;-2.049673778;0.040396276;0.588737623;potassium voltage-gated channel interacting protein 2;;;;
ENSRNOG00000013972;Pef1;1007.860733;0.709353581;-0.495423169;0.241917593;-2.047900544;0.040569746;0.590100095;penta-EF hand domain containing 1;;;;
ENSRNOG00000014505;Pmfbp1;41.47041379;1.796272933;0.845006576;0.412611031;2.047949551;0.040564943;0.590100095;polyamine modulated factor 1 binding protein 1;;;;
ENSRNOG00000017752;Mccc2;1246.575454;0.784091531;-0.350906018;0.171428149;-2.04695682;0.040662324;0.590100095;methylcrotonyl-CoA carboxylase subunit 2;;;;
ENSRNOG00000019577;Adamts19;386.4282086;0.605579939;-0.72361068;0.353529653;-2.046817497;0.040676007;0.590100095;ADAM metallopeptidase with thrombospondin type 1 motif;19;;;
ENSRNOG00000065430;Zfp958;3357.207273;1.339462399;0.421654083;0.205950874;2.047352723;0.040623465;0.590100095;zinc finger protein 958;;;;
ENSRNOG00000023816;Aph1a;1136.714818;0.679944648;-0.556510788;0.271956373;-2.04632376;0.040724528;0.590263463;aph-1 homolog A; gamma secretase subunit;;;
ENSRNOG00000000823;Gcc2;4493.298753;1.368764003;0.452873725;0.221527647;2.044321467;0.0409218;0.590789182;GRIP and coiled-coil domain containing 2;;;;
ENSRNOG00000012164;Plppr2;5330.866118;0.698288743;-0.518104379;0.253547971;-2.043417565;0.04101112;0.590789182;phospholipid phosphatase related 2;;;;
ENSRNOG00000018159;Anxa4;1086.134602;1.387449647;0.472435414;0.231116006;2.044148403;0.040938889;0.590789182;annexin A4;;;;
ENSRNOG00000019995;Dnajc18;1514.440296;1.299296354;0.37773053;0.18481917;2.043784365;0.040974854;0.590789182;DnaJ heat shock protein family (Hsp40) member C18;;;;
ENSRNOG00000024336;Senp6;4922.146869;1.316112491;0.396282805;0.193939636;2.04333066;0.041019717;0.590789182;SUMO specific peptidase 6;;;;
ENSRNOG00000065843;NA;501.8275832;1.464708195;0.550613274;0.269471353;2.043309124;0.041021847;0.590789182;NA;;;;
ENSRNOG00000068330;NA;170.2677274;1.448881602;0.534939707;0.261649166;2.044492305;0.040904937;0.590789182;NA;;;;
ENSRNOG00000001106;Denr;2463.236938;1.307637178;0.386962301;0.190110223;2.035462877;0.04180432;0.591285403;density regulated reinitiation and release factor;;;;
ENSRNOG00000002167;Dmp1;20.82169342;2.248709312;1.169097178;0.573534068;2.038409301;0.041509017;0.591285403;dentin matrix acidic phosphoprotein 1;;;;
ENSRNOG00000003243;Wdr81;947.9623992;0.685624734;-0.544508939;0.26680081;-2.040881884;0.041262569;0.591285403;WD repeat domain 81;;;;
ENSRNOG00000003901;Cfap36;4266.114214;1.378101445;0.462682091;0.227373309;2.034900635;0.041860872;0.591285403;cilia and flagella associated protein 36;;;;
ENSRNOG00000005330;Crebbp;3657.979912;1.226186774;0.294178748;0.144227274;2.039688753;0.041381336;0.591285403;CREB binding protein;;;;
ENSRNOG00000010011;Osbpl3;1131.520042;1.357584617;0.441042122;0.21638779;2.038202444;0.041529691;0.591285403;oxysterol binding protein-like 3;;;;
ENSRNOG00000010807;Cox6c;5332.382551;1.391232383;0.476363419;0.234144569;2.034484174;0.041902803;0.591285403;cytochrome c oxidase subunit 6C;;;;
ENSRNOG00000011970;Tmem82;256.5664723;0.607055256;-0.720100253;0.353576478;-2.036618096;0.041688328;0.591285403;transmembrane protein 82;;;;
ENSRNOG00000013381;Tsg101;3213.513332;1.284859888;0.361611044;0.177751262;2.034365552;0.041914752;0.591285403;tumor susceptibility 101;;;;
ENSRNOG00000013823;Cers3;18.16252071;0.291403445;-1.778910163;0.874404183;-2.034425495;0.041908714;0.591285403;ceramide synthase 3;;;;
ENSRNOG00000014341;Btbd10;3367.817904;1.234474387;0.303896904;0.148920121;2.040670534;0.041283586;0.591285403;BTB domain containing 10;;;;
ENSRNOG00000014840;Gna14;400.5653785;1.435506512;0.521559875;0.255872812;2.038355971;0.041514346;0.591285403;G protein subunit alpha 14;;;;
ENSRNOG00000018943;Tnnc1;36.97317898;1.818422609;0.862687527;0.423005187;2.039425409;0.041407589;0.591285403;troponin C1; slow skeletal and cardiac type;;;
ENSRNOG00000019000;Limk2;2535.606846;0.774426554;-0.368799673;0.181111902;-2.036308322;0.041719405;0.591285403;LIM domain kinase 2;;;;
ENSRNOG00000020390;Tmem161a;412.8949025;0.693851585;-0.527300992;0.258397951;-2.040654695;0.041285162;0.591285403;transmembrane protein 161A;;;;
ENSRNOG00000020947;Egln2;2301.93818;0.702942072;-0.508522291;0.249882467;-2.035045908;0.041846254;0.591285403;egl-9 family hypoxia-inducible factor 2;;;;
ENSRNOG00000025371;Spry1;118.2966646;0.683208153;-0.549602904;0.26966247;-2.038114178;0.041538516;0.591285403;sprouty RTK signaling antagonist 1;;;;
ENSRNOG00000027238;Jrk;305.89355;0.705507229;-0.503267228;0.246556446;-2.041184636;0.041232478;0.591285403;Jrk helix-turn-helix protein;;;;
ENSRNOG00000046683;Lilrb3;31.09338538;0.460742719;-1.117966727;0.549178956;-2.035705693;0.041779917;0.591285403;leukocyte immunoglobulin like receptor B3;;;;
ENSRNOG00000054259;Klf11;490.1030647;0.755704436;-0.404106003;0.19784715;-2.04251617;0.041100357;0.591285403;KLF transcription factor 11;;;;
ENSRNOG00000068148;LOC102547920;109.8519666;1.649669998;0.722177455;0.354430272;2.037572725;0.041592682;0.591285403;zinc finger protein 729-like;;;;
ENSRNOG00000068931;NA;87.49367012;1.825660704;0.868418668;0.426620426;2.035576863;0.041792863;0.591285403;NA;;;;
ENSRNOG00000071040;NA;20.36210473;2.945856512;1.558687161;0.76572655;2.035566301;0.041793925;0.591285403;NA;;;;
ENSRNOG00000002660;Magee1;3282.652788;0.757720646;-0.400262037;0.197160333;-2.030134717;0.042342847;0.593296429;MAGE family member E1;;;;
ENSRNOG00000003936;Pwwp2a;1465.652134;1.235128037;0.304660604;0.150176372;2.028685332;0.042490351;0.593296429;PWWP domain containing 2A;;;;
ENSRNOG00000006796;LOC120095168;36.34749169;2.24373853;1.165904564;0.574498204;2.029431171;0.042414393;0.593296429;zinc finger protein OZF-like;;;;
ENSRNOG00000006857;Ndnf;391.4935784;0.558225494;-0.841080082;0.414920803;-2.027085834;0.042653635;0.593296429;neuron-derived neurotrophic factor;;;;
ENSRNOG00000006901;Ndufa7;1556.07732;0.810928114;-0.302354065;0.149289133;-2.025291849;0.042837405;0.593296429;NADH:ubiquinone oxidoreductase subunit A7;;;;
ENSRNOG00000007508;Lrtm2;1048.059007;0.705004686;-0.504295249;0.248995425;-2.025319332;0.042834585;0.593296429;leucine-rich repeats and transmembrane domains 2;;;;
ENSRNOG00000008775;Lrguk;434.855229;1.330916476;0.412420036;0.203315396;2.028474201;0.042511874;0.593296429;leucine-rich repeats and guanylate kinase domain containing;;;;
ENSRNOG00000008855;Gjb2;428.032262;0.65918338;-0.601248227;0.297199593;-2.023045253;0.043068482;0.593296429;gap junction protein; beta 2;;;
ENSRNOG00000009057;NA;9907.862041;1.298444103;0.376783908;0.186148916;2.024099392;0.042959926;0.593296429;NA;;;;
ENSRNOG00000009761;Tmod1;2129.236719;1.223031342;0.290461376;0.143548007;2.023444162;0.043027375;0.593296429;tropomodulin 1;;;;
ENSRNOG00000012035;Rnf181;1140.507862;0.800591805;-0.320861247;0.158287498;-2.027078905;0.042654344;0.593296429;ring finger protein 181;;;;
ENSRNOG00000013956;Rnf38;995.7925506;1.372703844;0.457020403;0.225089464;2.030394468;0.042316459;0.593296429;ring finger protein 38;;;;
ENSRNOG00000019080;Hsd3b7;229.162883;0.630282421;-0.665929669;0.328854524;-2.024997742;0.042867596;0.593296429;hydroxy-delta-5-steroid dehydrogenase; 3 beta- and steroid delta-isomerase 7;;;
ENSRNOG00000021003;Sac3d1;199.5530236;0.692329574;-0.530469118;0.261470195;-2.028793826;0.042479294;0.593296429;SAC3 domain containing 1;;;;
ENSRNOG00000022267;NA;462.1435317;0.753516067;-0.408289821;0.20180187;-2.023221192;0.043050348;0.593296429;NA;;;;
ENSRNOG00000023708;Tmem176a;800.3421521;0.774811481;-0.368082764;0.181438218;-2.028694768;0.042489389;0.593296429;transmembrane protein 176A;;;;
ENSRNOG00000025545;Tvp23a;1173.463588;0.734562282;-0.445043277;0.219971223;-2.023188629;0.043053704;0.593296429;trans-golgi network vesicle protein 23 homolog A;;;;
ENSRNOG00000026474;Cad;1266.056999;0.778445353;-0.361332329;0.178217116;-2.027483878;0.042612952;0.593296429;carbamoyl-phosphate synthetase 2; aspartate transcarbamylase; and dihydroorotase;;
ENSRNOG00000028690;LOC100362366;1013.060912;0.761833785;-0.392451827;0.193304601;-2.03022496;0.042333678;0.593296429;40S ribosomal protein S17-like;;;;
ENSRNOG00000038202;Calml4;32.53105824;0.316051472;-1.661768562;0.819627152;-2.027468902;0.042614482;0.593296429;calmodulin-like 4;;;;
ENSRNOG00000045775;Rnpepl1;711.1419453;0.713669447;-0.486672085;0.240471462;-2.023824707;0.042988191;0.593296429;arginyl aminopeptidase like 1;;;;
ENSRNOG00000051458;Hic2;232.9791689;0.696207101;-0.522411567;0.257500821;-2.028776317;0.042481079;0.593296429;HIC ZBTB transcriptional repressor 2;;;;
ENSRNOG00000052707;Cacna1a;12607.21352;1.219922277;0.286789234;0.141196999;2.031128392;0.042241972;0.593296429;calcium voltage-gated channel subunit alpha1 A;;;;
ENSRNOG00000063537;NA;136.2735745;1.537372975;0.620467213;0.306212958;2.026260473;0.042738099;0.593296429;NA;;;;
ENSRNOG00000067729;NA;65.88603708;2.010247487;1.007373127;0.496445383;2.029172114;0.042440763;0.593296429;NA;;;;
ENSRNOG00000069521;Fzd8;301.7805979;0.6854027;-0.54497622;0.268931643;-2.026448857;0.042718809;0.593296429;frizzled class receptor 8;;;;
ENSRNOG00000070897;Rab1b;2107.677397;0.747884451;-0.419112705;0.206826626;-2.026396278;0.042724192;0.593296429;RAB1B; member RAS oncogene family;;;
ENSRNOG00000029528;Cbs;2029.025356;0.772955902;-0.371541986;0.183808097;-2.021358099;0.043242709;0.59363171;cystathionine beta synthase;;;;
ENSRNOG00000047653;Crybb1;46.82935882;0.555316569;-0.848617652;0.419766977;-2.021639858;0.043213571;0.59363171;crystallin; beta B1;;;
ENSRNOG00000049696;Rsph4a;22.54102896;0.125447476;-2.994844647;1.481036147;-2.02212799;0.043163131;0.59363171;radial spoke head component 4A;;;;
ENSRNOG00000069897;NA;390.0640429;1.445356083;0.531424964;0.262857383;2.021723555;0.043204919;0.59363171;NA;;;;
ENSRNOG00000021615;Mettl26;246.3128889;0.695695742;-0.523471604;0.259093777;-2.020394355;0.043342499;0.59448646;methyltransferase like 26;;;;
ENSRNOG00000012210;Sptlc2;2008.799561;1.221949789;0.289185005;0.143168056;2.019898941;0.043393871;0.594614062;serine palmitoyltransferase; long chain base subunit 2;;;
ENSRNOG00000012835;Espl1;20.08545745;0.360781006;-1.470804707;0.728290628;-2.019529911;0.043432172;0.594614062;extra spindle pole bodies like 1; separase;;;
ENSRNOG00000039388;Prrt4;121.3526657;0.657186596;-0.60562504;0.299930256;-2.019219565;0.043464404;0.594614062;proline-rich transmembrane protein 4;;;;
ENSRNOG00000005278;Trhde;2078.217514;1.336638771;0.418609627;0.207442179;2.017958105;0.043595625;0.595021039;thyrotropin-releasing hormone degrading enzyme;;;;
ENSRNOG00000021044;Gpatch8;4109.004814;1.217052127;0.28339096;0.140453335;2.017687659;0.043623801;0.595021039;G patch domain containing 8;;;;
ENSRNOG00000027503;Rps25;3987.645209;0.777988593;-0.362179092;0.179519636;-2.017490117;0.043644391;0.595021039;ribosomal protein s25;;;;
ENSRNOG00000029698;Pim3;498.6443004;0.603577203;-0.728389778;0.360871969;-2.018416062;0.043547948;0.595021039;Pim-3 proto-oncogene; serine/threonine kinase;;;
ENSRNOG00000017602;Il34;1105.480316;0.718289506;-0.477362656;0.236691159;-2.016816587;0.043714657;0.595466553;interleukin 34;;;;
ENSRNOG00000015221;Eif3f;3642.790667;0.73500885;-0.444166473;0.220277652;-2.016393721;0.043758822;0.595556058;eukaryotic translation initiation factor 3; subunit F;;;
ENSRNOG00000007172;Map4k3;5384.974024;1.213888115;0.279635454;0.138749913;2.015391919;0.0438636;0.596469664;mitogen-activated protein kinase kinase kinase kinase 3;;;;
ENSRNOG00000026791;Pgbd5;2955.608555;0.77726588;-0.363519909;0.180513186;-2.013813604;0.044029107;0.597694183;piggyBac transposable element derived 5;;;;
ENSRNOG00000069796;Hgsnat;2128.923645;0.782790687;-0.353301503;0.175417352;-2.014062456;0.044002977;0.597694183;heparan-alpha-glucosaminide N-acetyltransferase;;;;
ENSRNOG00000003728;Xylt2;743.443115;0.687851587;-0.539830778;0.26811758;-2.013410598;0.044071452;0.597694703;xylosyltransferase 2;;;;
ENSRNOG00000042355;Tarbp2;478.5306028;0.682747946;-0.550575027;0.27352521;-2.012885856;0.044126639;0.597694703;Tarbp2 subunit of RISC loading complex;;;;
ENSRNOG00000050104;Clip3;20800.04969;1.336386957;0.418337808;0.207854198;2.012650266;0.044151435;0.597694703;CAP-GLY domain containing linker protein 3;;;;
ENSRNOG00000062880;NA;254.9517978;1.382313308;0.467084647;0.232105769;2.012378443;0.044180059;0.597694703;NA;;;;
ENSRNOG00000006462;Ero1a;5089.23655;1.317528223;0.397833866;0.197868915;2.010593051;0.044368459;0.598709644;endoplasmic reticulum oxidoreductase 1 alpha;;;;
ENSRNOG00000017933;Ccdc3;48.19408963;0.37620467;-1.410410337;0.7014054;-2.010834728;0.044342917;0.598709644;coiled-coil domain containing 3;;;;
ENSRNOG00000018326;Pgls;180.4243073;0.552940778;-0.854803124;0.425055822;-2.011037325;0.044321514;0.598709644;6-phosphogluconolactonase;;;;
ENSRNOG00000045846;Rfx2;154.2543143;0.618325938;-0.69356057;0.345054523;-2.010002834;0.044430889;0.599041823;regulatory factor X2;;;;
ENSRNOG00000014080;Kif23;197.045519;1.388647949;0.473680892;0.235736224;2.009368289;0.044498091;0.599437715;kinesin family member 23;;;;
ENSRNOG00000002571;Tekt5;53.03533489;0.552299071;-0.856478395;0.426734655;-2.007051422;0.044744188;0.600047821;tektin 5;;;;
ENSRNOG00000009318;Ttll5;2914.382988;1.362972208;0.446756145;0.222540265;2.007529489;0.044693314;0.600047821;tubulin tyrosine ligase like 5;;;;
ENSRNOG00000009609;Gtpbp4-ps2;398.7464315;1.478998587;0.564620674;0.281130299;2.008394953;0.044601339;0.600047821;GTP binding protein 4; pseudogene 2;;;
ENSRNOG00000017463;Bloc1s3;155.2063834;0.683228544;-0.549559846;0.273848427;-2.006803004;0.044770643;0.600047821;biogenesis of lysosomal organelles complex-1; subunit 3;;;
